-25,17538,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.26157226562501235,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165,0.47083007812501165
